id,name,voltage,amperage,authentication_membership_card,capacity,fee,note,opening_hours,operator,socket_schuko,socket_type2,socket_type2_output,lon,lat
"node/25397898",null,"400","32","yes","2","yes",null,"24/7","EnBW AG",null,"2",null,8.4310523,49.0211913
"node/33127962",null,null,null,null,null,null,null,"24/7","Parkraumgesellschaft Baden-Württemberg mbH","1","1",null,8.2171862,48.7772382
"node/60207254","Solartankstelle",null,null,null,null,null,null,null,null,null,null,null,7.765589,48.0430166
"node/265785706","E-Mobil-Ladeplatz","400","16",null,"1",null,null,"24/7","Bernhard Stroop","1",null,null,8.4178638,51.8110197
"node/269378130","Ladesäule Lidl","400","32",null,"2","no",null,"Mo-Sa 07:00-22:00","Lidl",null,"2","22 kW",8.5986381,50.0960421
"node/290918381","Hotel Graf Eberhard",null,null,null,null,null,null,null,"Hotel Graf Eberhard GmbH + Co. KG",null,null,null,9.3760597,48.5023337
"node/332596933",null,null,"32",null,"2","yes",null,null,"E-Werk Mittelbaden","1","2",null,7.8701976,48.3431293
"node/359121906","Solartankstelle",null,null,null,null,null,null,null,null,null,null,null,9.6258911,52.1718857
"node/401301237",null,null,null,null,null,"yes",null,"24/7","Stadt München",null,null,null,11.5739817,48.1589335
"node/425089052",null,"400","32",null,"2",null,null,null,"RWE-Effizienz",null,"2",null,13.3227028,52.5136302
"node/429740871",null,"400","32",null,"2",null,null,"24/7","innogy",null,"2",null,13.3809008,52.5236642
"node/429951629","RWE Stromtankstelle E-Mobillity","400","32",null,"2",null,"Vor Schaperstraße 17 neben Eckhaus Meinekestraße",null,"RWE-Effizienz",null,"2",null,13.3289688,52.4993965
"node/441093493",null,null,null,null,"4",null,null,"24/7",null,null,"2",null,9.5261734,51.2717221
"node/441093498",null,null,null,null,"4",null,null,"24/7",null,null,"2",null,9.5262112,51.2718299
"node/455884820","City Parkhaus Hüxstraße",null,null,null,null,"yes",null,"24/7",null,null,null,null,10.69379,53.8653383
"node/505083024","Ladestation für Elektrofahrzeuge",null,null,null,"5","no",null,"Mo-Fr 07:00-18:00; Sa,Su,PH off","Stadtwerke Greifswald","3","1","43 kW",13.3813823,54.0790192
"node/520518082","Vattenfall InCharge Ladesäule",null,"32","yes",null,null,null,null,"Vattenfall",null,"2",null,13.3254003,52.5028106
"node/540933814",null,"400","32","yes","2","yes",null,null,"innogy",null,"2",null,7.0167861,51.4635723
"node/565062923","Solar-Tankstelle",null,null,null,null,null,null,null,"Museum Autovision",null,null,null,8.5055388,49.2982413
"node/587679900","Beethoven Tiefgarage Stadtwerke Bonn",null,null,null,"2",null,null,null,"SWB Energie und Wasser",null,null,null,7.1027769,50.7394515
"node/601514427",null,null,null,null,null,null,null,null,"rwe",null,null,null,7.0748511,52.4354492
"node/610981736","Stromtankstelle",null,"32",null,"2",null,null,null,"RWE-Effizienz",null,"2",null,13.2737032,52.5358323
"node/611624094",null,null,"32;16",null,null,null,null,null,"Vattenfall",null,null,null,13.3216578,52.5134349
"node/618870894",null,"400","32",null,"2",null,null,null,"ADAC",null,"2",null,10.1100145,54.312148
"node/618877795",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,9.9438182,54.0694366
"node/663773225",null,null,null,null,null,null,null,null,"Allgäuer Überlandwerk",null,null,null,10.3187933,47.727446
"node/667211393",null,"400","32",null,"2",null,"Steubenplatz vor Häusern",null,"RWE-Effizienz",null,"2",null,13.2613337,52.5164617
"node/674866233",null,"400","32",null,null,null,null,"24/7","RWE-Effizienz",null,null,null,8.5444831,50.0978245
"node/694566615",null,"400","32",null,"2",null,"Kurfürstendamm / Schlüterstraße Mittelstreifen vor Kurfürstendamm","24/7","RWE-Effizienz",null,"2",null,13.3168897,52.5009144
"node/703698361","Parkplatz am Theater",null,null,"yes","1","no",null,"24/7","Eon Avacon",null,"1","22kW",10.407618,53.2443187
"node/704002935","Ladesäule für Elektroautos","400","32",null,"2",null,"Güntzel Straße vor ADAC neben Haus Nr. Bundesallee",null,"RWE-Effizienz",null,"2",null,13.3304647,52.4909124
"node/718678233",null,"400","32",null,"2",null,null,null,"RWE-Effizienz",null,"2",null,13.2726609,52.5085627
"node/726821052",null,"400","32",null,null,null,null,"24/7","RWE-Effizienz",null,null,null,6.8699984,51.4073432
"node/741347047",null,"400","32",null,"2",null,"Friedrich-List-Ufer Hbf",null,"RWE-Effizienz",null,"2",null,13.3706094,52.5263351
"node/769334936",null,null,null,null,"2","yes",null,"24/7","innogy SE",null,"2","22 kW",13.408923,52.5104425
"node/801680691",null,null,"32","yes",null,null,null,null,"Vattenfall",null,"2",null,13.3655635,52.572206
"node/822675098",null,null,null,null,"2",null,null,"24/7","INVERS GmbH",null,"2",null,8.0677591,50.9097374
"node/822840995",null,"400","32",null,"2",null,"Kantstraße / Ecke Wilmersdorfer Straße gegenüber Kantstraße",null,"RWE-Effizienz",null,"2",null,13.3062754,52.5068111
"node/829500616",null,null,null,null,null,null,null,null,null,null,null,null,7.3964504,51.7627502
"node/829828377",null,"400","32",null,"2",null,"Augsburger Straße / Los-Angeles-Platz vor Augsburger Straße",null,"RWE-Effizienz",null,"2",null,13.335278,52.5015415
"node/829829425",null,"400","32",null,"2",null,"Fritz-Wildung-Straße / Ecke Cunostraße",null,"RWE-Effizienz",null,"2",null,13.2965147,52.4837521
"node/848161504",null,"400","32",null,"2",null,null,null,"RWE-Effizienz",null,"2",null,13.3000145,52.5050016
"node/850616592","Elektrotankstelle ADAC","400","32",null,null,null,null,"Mo-We 08:30-17:00; Th 08:30-18:00; Fr 08:30-16:15; Sa 09:00-12:00; Su off","RWE",null,null,null,8.672261,53.0368608
"node/850619801","Elektrotankstelle ADAC","400","32",null,null,null,null,"Mo-Th 09:00-17:30; Fr 09:00-16:00; Sa 09:00-12:00; Su off","ADAC",null,null,null,8.8580221,53.0709724
"node/853853282",null,null,null,null,"2",null,null,null,"HellensteinStrom","1","1",null,10.1463494,48.6738485
"node/854982356","RWE Autostrom Ladesäule","400","32",null,"2",null,null,null,"RWE",null,null,null,7.1367498,50.7009436
"node/871154398","Strom-Ladestation Naturfreundehaus",null,null,null,"2",null,null,"24/7","Stadtwerke Speyer GmbH",null,"2",null,8.4464408,49.3143955
"node/885207569",null,"400","32",null,"2",null,null,"24/7","RWE-Effizienz",null,"2","22 kW",6.8636188,51.4245964
"node/893888336",null,"400","32","yes","2","yes","Rellinghauser Straße (vor Eingang Power AG)","Mo-Su 08:00-18:00","innogy",null,"2",null,7.0136712,51.4478581
"node/904139753","e-mobil","400","32",null,null,null,null,"Tu-We 09:30-18:00; Th 09:30-19:00; Fr 09:30-15:00","ADAC",null,null,null,12.0589646,54.1311024
"node/906845772","kostenlose Ökostrom-Tankstelle",null,null,null,null,"no",null,null,null,null,null,null,7.8549861,48.0109421
"node/915268429","Elektrotankstelle",null,null,null,null,null,null,null,null,null,null,null,8.7835925,53.231223
"node/919524509",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,9.827691,52.2978615
"node/924384766","Ladestation Stadtwerke-Strom Drive",null,null,null,"2",null,null,null,"Stadtwerke Augsburg",null,"2",null,10.8977126,48.3710932
"node/929256196",null,null,null,"yes",null,"yes",null,null,"EWE Vertrieb GmbH",null,null,null,8.196525,53.1393649
"node/929898826","EWE Ladestation",null,null,null,null,null,null,null,"EWE",null,null,null,8.192827,52.8146924
"node/938889072",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,8.6976991,50.1155784
"node/941374143","RWE Power","400","32",null,null,null,null,null,"Sixt",null,null,null,11.510088,48.0430797
"node/945727526",null,null,null,null,null,null,null,"Mo-Sa 07:00-24:00; Su off","swb",null,null,null,8.8031324,53.0795464
"node/945927761",null,null,null,null,"4",null,null,"24/7","Allgäuer Überlandwerk, Kempten","1","1","22kW",10.6956578,47.567844
"node/947015511",null,"400;230;230","16;16;16",null,null,null,null,"24/7","R. Häring Solar GmbH, Schwabmünchen",null,null,null,10.7680702,48.1726914
"node/947015703",null,"400;230;230","16;16;16",null,null,null,null,"Mo-Fr 08:00-17:00","R. Häring Solar GmbH, Schwabmünchen",null,null,null,10.829292,48.1431443
"node/947015891",null,"400","32",null,null,null,"Hinter Umzäunung, Tür aber immer offen; während Geschäftszeiten vielfältige Stecker-Adapter verfügbar",null,"Lechwerke AG;R. Häring Solar GmbH, Obermeitingen",null,"2","22 kW",10.8290654,48.140953
"node/947968375",null,null,null,null,null,null,null,null,null,null,null,null,11.26101,50.9594919
"node/947980257",null,null,null,null,null,null,null,null,"AllgäuStrom",null,null,null,10.3169632,47.7197379
"node/948160848",null,"400","32",null,"2",null,null,"24/7","Lechwerke AG",null,"2","22kW",10.8924453,48.3657386
"node/948237160",null,"400;400;400;400;400;230;230;230;230","16;16;16;16;16;16;16;16",null,null,null,null,"24/7","Stadtwerke Augsburg","2",null,null,10.884271,48.3242649
"node/948237175",null,null,null,"yes",null,null,null,"24/7","Stadtwerke Augsburg","4","2",null,10.90582,48.3409678
"node/948656004",null,null,null,null,null,null,null,null,null,null,null,null,13.4921622,52.4135875
"node/948984236",null,"400","32",null,"2",null,"Linkstraße /Ecke Gabriele-Terger Promenade",null,"innogy",null,"2",null,13.3765389,52.5082061
"node/951715914",null,"400","32",null,"2",null,"Savignyplatz (Nord) vor Knesebeckstraße",null,"RWE-Effizienz",null,"2",null,13.3224215,52.5065156
"node/951715921",null,"400","32",null,"2",null,"Savignyplatz (Süd) gegenüber Savignyplatz",null,"innogy",null,"2",null,13.3229893,52.5055598
"node/956207099",null,null,null,null,"4",null,null,null,null,null,null,null,7.5254896,51.7377459
"node/960268888","Elektro-Ladestation eE-Tour Allgäu",null,null,null,null,null,"Position sehr ungenau, bitte korrigieren; Strom und Ampere-Tags bitte ergänzen",null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.0251903,47.5533321
"node/960268898","Elektro-Ladestation eE-Tour Allgäu",null,null,null,null,null,null,null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.2319404,47.9899721
"node/960268905","Elektro-Ladestation eE-Tour Allgäu",null,null,null,null,null,"Position sehr ungenau, bitte korrigieren; Strom und Ampere-Tags bitte ergänzen",null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.2797199,47.5113875
"node/960268917","Elektro-Ladestation Bad Wörishofen Bahnhofplatz",null,null,null,null,null,"im Parkhaus, ca. 15m von Einfahrt entfernt",null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.5974687,48.0068847
"node/960268926",null,null,null,"yes",null,null,null,"24/7","Allgäuer Kraftwerke GmbH","1","1",null,10.3704825,47.5049091
"node/960268934","Elektro-Ladestation eE-Tour Allgäu",null,"16,32",null,null,"yes","Strom und Ampere-Tags bitte ergänzen",null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.2846982,47.4066079
"node/960268943",null,"400","32",null,null,null,null,null,"Lechwerke AG",null,null,null,10.1770195,47.9855695
"node/960268948","Elektro-Ladestation eE-Tour Allgäu",null,null,null,null,null,"Position sehr ungenau, bitte korrigieren; Strom und Ampere-Tags bitte ergänzen",null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.2884965,47.5727908
"node/960268952","Elektro-Ladestation eE-Tour Allgäu",null,null,null,null,null,"Position sehr ungenau, bitte korrigieren; Strom und Ampere-Tags bitte ergänzen",null,"Allgäuer Überlandwerk, Kempten",null,null,null,10.2209811,47.5594189
"node/965856721","TankE",null,null,null,null,null,null,null,"RheinEnergie",null,null,null,6.9461132,50.9349344
"node/972435022",null,null,null,null,null,null,null,null,null,null,null,null,13.5466399,52.426589
"node/980959272",null,null,null,null,null,null,null,null,"AllgäuStrom",null,null,null,10.3136672,47.7160092
"node/989237929",null,null,null,null,null,null,null,null,"Stadtwerke Fürstenfeldbruck",null,null,null,11.2501252,48.1750126
"node/997957909",null,null,null,null,null,null,null,null,null,null,null,null,10.606474,47.7743006
"node/999079104",null,null,null,null,null,"no",null,null,"VWEW","1","1",null,10.6145297,47.7735497
"node/1005900371",null,null,null,null,"2",null,null,null,"Drewag - Stadtwerke Dresden GmbH",null,"2",null,13.7842773,51.1272295
"node/1043274521","Schnell-Ladestation",null,null,null,"2",null,null,null,"Wurst Autohaus",null,null,null,9.2682587,48.5707378
"node/1049677515","Innogy Ladesäule","400","32",null,"2",null,null,null,"innogy eMobility Solutions GmbH",null,"2","22 kW",8.6528007,50.1126942
"node/1054886450",null,null,"32","yes",null,null,null,null,"Vattenfall",null,"2",null,13.2621994,52.4110043
"node/1069604033",null,null,null,null,"5",null,null,null,null,"5",null,null,9.9519879,50.7166843
"node/1074039105","Elektrofahrzeugladestation",null,null,null,null,null,null,null,"BHKW-Forum e.V.",null,null,null,9.5576542,53.7351959
"node/1082556003",null,null,null,null,null,null,null,null,"Bosecker Verteilerbau Sachsen GmbH",null,null,null,14.8327621,50.9076427
"node/1104278129",null,null,"32","yes","3",null,null,null,"Vattenfall",null,"2",null,13.5115476,52.5346286
"node/1112065751","Ladestation",null,null,null,null,null,null,null,null,null,null,null,8.8419797,53.0722213
"node/1113271647",null,null,null,null,null,null,null,null,null,null,null,null,11.9718238,48.0742889
"node/1176730454","VWEW Ladestation E-Autos",null,null,null,null,null,null,null,null,null,null,null,10.6246989,47.8838046
"node/1178834404",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4724763,51.5154536
"node/1184068018","Vattenfall Ladesäule",null,"32;16","yes","2",null,null,null,"Vattenfall",null,"2",null,13.3773368,52.5097676
"node/1199272149",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,8.658187,50.1235313
"node/1205683551",null,null,null,null,null,"no",null,null,"EWR GmbH","1","1","22kW",7.1910944,51.1814526
"node/1241286174",null,"400","32",null,null,null,null,null,"EWV",null,null,null,6.0974229,50.7689614
"node/1244643565",null,null,"32","yes",null,null,null,"24/7","Vattenfall",null,"2",null,13.3390018,52.5028673
"node/1244644142",null,"400","32",null,"2",null,"Jüdenstraße vor rotem Rathaus",null,"RWE-Effizienz",null,"2",null,13.4092291,52.518701
"node/1244656914",null,null,null,null,"2",null,null,null,"RWE-Effizienz",null,null,null,13.3550783,52.5058642
"node/1245844409",null,"400","32",null,"2",null,"Luisenstraße hinter Invalidenstraße/Platz vor neuem Tor","24/7","Innogy",null,"2",null,13.3788174,52.5287351
"node/1247401646",null,null,null,null,null,null,null,null,"BEW",null,null,null,7.3976694,51.1166588
"node/1247426310",null,null,null,null,null,null,null,null,"BEW",null,null,null,7.3412166,51.1504431
"node/1248506113",null,null,null,null,"2","yes",null,"24/7","Bergischen Energie und Wasser GmbH",null,"2",null,7.3436105,51.1512557
"node/1251471286",null,"220",null,null,"6",null,null,null,null,null,null,null,7.5002379,51.8577023
"node/1254306707",null,"400","32",null,"2",null,"Mollstraße / Berolinastraße","24/7","innogy",null,"2",null,13.4215151,52.5242748
"node/1256825689",null,"400","32",null,"2",null,"Flensburger Straße / Claudiusstraße",null,"RWE-Effizienz",null,"2",null,13.345732,52.5203465
"node/1271358113",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,8.8522755,47.7542038
"node/1271358119",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,9.1826493,48.8963731
"node/1271358125",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,8.3802456,48.9964776
"node/1271358132",null,"400","32",null,null,null,null,null,"Lechwerke AG",null,null,null,10.8769444,48.0545058
"node/1271358134",null,"400","32",null,null,null,null,null,null,null,"2",null,11.689693,48.1330014
"node/1271369815",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,8.1525603,49.3423027
"node/1271369818",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,11.5703728,49.9446867
"node/1271369827",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,8.4935442,49.4781155
"node/1271369829",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,8.6629939,49.3868564
"node/1271420942",null,"400","32",null,null,null,null,null,"APCOA",null,null,null,8.6521545,50.1120062
"node/1271420945",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,8.2693917,50.2221417
"node/1271420949",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,8.5312182,50.0609093
"node/1271420956",null,"400","32",null,"2",null,null,null,"RWE-Effizienz",null,null,null,8.6351833,50.1585861
"node/1271420967",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,8.6774665,50.1124033
"node/1271420972",null,"400","32",null,null,null,null,null,"RZ Trier",null,null,null,6.7518495,49.8197068
"node/1271420982",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,9.022693,50.0458388
"node/1271420987",null,"400","32",null,null,null,null,null,"APCOA",null,null,null,8.6795769,50.1146667
"node/1271420996",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,8.2650091,50.2178973
"node/1271421019",null,"400","32",null,null,null,null,null,"OIE",null,null,null,7.3120835,49.7133465
"node/1271421032",null,"400","32",null,null,null,null,null,"APCOA",null,null,null,8.6795769,50.1146506
"node/1271421050",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,8.5435147,50.0964419
"node/1271421056",null,"400","32",null,null,null,null,null,"Stadtwerke Bad Kreuznach",null,null,null,7.8615999,49.8441796
"node/1271476894",null,"400","32",null,null,null,null,null,"NVV",null,null,null,6.4473126,51.1581622
"node/1271476897",null,"400","32",null,null,null,null,null,"EWV",null,null,null,6.1021526,50.8706502
"node/1271476898",null,"400","32",null,null,null,null,null,"EWV",null,null,null,6.2706187,50.8180903
"node/1271476900",null,"400","32",null,null,null,null,null,"Rhenag",null,null,null,7.20394,50.7985093
"node/1271476903",null,"400","32",null,null,null,null,null,"EWV",null,null,null,6.2834431,50.8936243
"node/1271476906",null,"400","32",null,null,null,null,null,"Nürburgring",null,null,null,6.9475,50.3330556
"node/1271476907",null,"400","32",null,"2",null,null,"Mo-Fr 09:00-18:00; Sa 09:00-12:00","ADAC",null,null,null,8.0193849,50.8568011
"node/1271476913",null,"400","32",null,null,null,null,null,"TÜV Rheinland",null,null,null,6.9913331,50.9234403
"node/1271476917",null,"400","32",null,null,null,null,null,"RZ Sieg",null,null,null,7.6366882,50.6838481
"node/1271476924",null,"400",null,null,null,null,null,null,"EWV",null,"2",null,6.4876844,50.8048566
"node/1271476926",null,"400","32",null,null,null,null,null,"EWV",null,null,null,6.2317513,50.7657673
"node/1271476930",null,"400","32",null,null,null,null,null,"Süwag Energie AG",null,null,null,8.1951735,50.2499422
"node/1271476934",null,"400","32",null,null,null,null,null,"EWV",null,null,null,6.4247651,51.0033382
"node/1271476938",null,"400",null,null,"22","no",null,null,"evm",null,"2",null,7.5854547,50.3410796
"node/1271476940",null,"400","32",null,"2",null,null,null,"Rhenag",null,"2","22 kW",7.2026298,50.7935202
"node/1271476941",null,"400","32",null,null,null,null,null,"Stadtwerke Düren",null,null,null,6.4875106,50.8110044
"node/1271476944",null,"400","32",null,"2",null,null,null,"RZ Sieg",null,null,null,8.0258136,50.8781021
"node/1271476948",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,6.8587012,50.74754
"node/1271553590",null,"400","32",null,null,null,null,null,"Stadtwerke Geldern",null,null,null,6.3226078,51.5161967
"node/1271553598",null,"400","32",null,null,null,null,null,"Sixt",null,null,null,7.0047984,51.4572935
"node/1271553600",null,"400","32",null,null,null,null,null,"Enni / RWE",null,null,null,6.5326945,51.4386767
"node/1271553611",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,6.8357557,51.4982668
"node/1271553617",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,6.8442984,51.4281446
"node/1271553623",null,"400","32","yes","2","yes",null,"Mo-Su 08:00-18:00","innogy",null,"2",null,6.9989474,51.4365545
"node/1271553625",null,"400","32",null,null,null,null,null,"SW Krefeld",null,null,null,6.5332219,51.3279723
"node/1271553633",null,"400","32",null,null,null,null,null,"Stadtwerke Iserlohn",null,null,null,7.7773432,51.3863999
"node/1271553638",null,"400","32",null,null,null,null,null,"Aktiengesellschaft für Versorgungsunternehmen",null,null,null,7.3522382,51.3278684
"node/1271553645",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,6.9253042,51.4330826
"node/1271553652",null,"400","32",null,null,null,"Bachstraße/ Friedrichstraße",null,"RWE-Effizienz",null,null,null,6.8818269,51.426267
"node/1271553655",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,6.8595752,51.4508752
"node/1271553659",null,"400","32",null,"2",null,"Hardenbergufer Haus Scheppen",null,"innogy",null,"2",null,7.0478446,51.3980791
"node/1271553667",null,"400","32","yes","2","yes",null,null,"innogy",null,"2",null,7.0119666,51.4519471
"node/1271553672",null,"400","32",null,"2","yes","Lührmannstraße / Ecke Külshammerweg",null,"innogy",null,"2",null,6.9810642,51.4276398
"node/1271553677",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,6.8822174,51.4301497
"node/1271553682",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,7.0134576,51.4658358
"node/1271553688",null,"400","32","yes","2",null,null,"24/7","ETEC",null,"2",null,6.9943281,51.4464745
"node/1271553696",null,"400","32",null,null,null,null,null,"PVS",null,null,null,6.8752778,51.3933333
"node/1271553709","RWE Autostrom","400","32",null,null,null,null,null,"ADAC",null,null,null,6.8828367,51.4502196
"node/1271553714",null,"400","32",null,null,null,null,null,"SW Krefeld",null,null,null,6.5387189,51.3290589
"node/1271553726",null,"400","32","yes","2","yes",null,"Mo-Su 08:00-18:00","innogy",null,"2",null,7.0107425,51.4557082
"node/1271553744",null,"400","32",null,null,null,null,null,"EVO / RWE",null,null,null,6.8607017,51.4711255
"node/1271553749",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,6.885,51.4277778
"node/1271553755",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,6.8161139,51.2200028
"node/1271553765",null,"400","32",null,"2","yes",null,"24/7","innogy",null,"2",null,7.0132979,51.4605344
"node/1271553768",null,"400","32",null,null,null,null,null,"Enni / RWE",null,null,null,6.6245891,51.4511639
"node/1271553775",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,6.8879613,51.4286669
"node/1271553778",null,"400","32",null,null,null,null,null,"RZ Arnsberg",null,null,null,8.0688889,51.3947222
"node/1271553786",null,"400","32",null,null,null,"Hauptbahnhof",null,"RWE-Effizienz",null,null,null,6.8871243,51.4300015
"node/1271553792",null,"400","32",null,null,null,null,null,"RZ Neuss",null,null,null,6.6891099,51.2050456
"node/1271553798",null,"400","32","yes","2","yes","Rellinghauser Straße (vor RWE Turm)","Mo-Su 08:00-18:00","innogy",null,"2",null,7.0136521,51.447962
"node/1271553807",null,"400","32","yes","2","yes",null,"Mo-Su 08:00-18:00","innogy",null,"2",null,7.0163239,51.4558646
"node/1271553808",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,7.0180464,51.4718159
"node/1271553816",null,"400","32","yes","2",null,null,null,"innogy",null,"2",null,7.0091218,51.4490592
"node/1271553821",null,"400","32",null,"2","yes","Ribbeckstraße, Höhe gegenüber P-Rathausausfahrt","24/7","innogy",null,"2",null,7.0165377,51.4588108
"node/1271553828",null,"400","32","yes","2","yes",null,"Mo-Su 08:00-18:00","RWE-Effizienz",null,"2",null,7.0094483,51.4465587
"node/1271567462",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,7.2082361,51.5616444
"node/1271567463",null,"400","32",null,null,null,null,null,"Westfalen AG",null,null,null,7.211925,51.5028389
"node/1271567464",null,"400","32",null,null,null,null,null,"ELE",null,null,null,7.0928911,51.5127703
"node/1271567465",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,7.5323611,51.5066722
"node/1271567466",null,"400","32",null,null,null,"Daimlerstraße (Ecke Emscherstraße)",null,"ADAC",null,null,null,7.0725,51.5427778
"node/1271567475",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,7.4588278,51.4970389
"node/1271567488",null,"400","32",null,null,null,null,null,"ELE",null,null,null,7.0581916,51.5779824
"node/1271567489",null,"400","32",null,null,null,null,null,"ELE",null,null,null,6.9878611,51.5730311
"node/1271567497",null,"400","32",null,null,null,null,null,"RWE-Effizienz",null,null,null,7.4802389,51.4992639
"node/1272507479",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4632234,51.5117127
"node/1272507481",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4679698,51.5119724
"node/1272507482",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.456738,51.5129992
"node/1272507484",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4682912,51.5173902
"node/1272507485",null,"400","32",null,null,null,null,null,"Sixt",null,null,null,10.0181835,53.5495704
"node/1272507486",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4571595,51.516074
"node/1272507487",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,10.3693054,53.1902823
"node/1272507488",null,"400","32",null,"2",null,null,null,"ADAC",null,"2",null,8.7389296,51.7146486
"node/1272507489",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.458325,51.5119028
"node/1272507490","innogy ePower Station","400","32",null,"2",null,null,null,"Westnetz RZ Osnabrück",null,"2",null,8.0563474,52.2742817
"node/1272507491",null,"400","32",null,null,null,null,null,"Westfalen AG",null,null,null,7.3926172,51.7062567
"node/1272507492","Parkgarage Bleichenhof","400","32",null,null,null,null,null,"APCOA",null,null,null,9.9867697,53.5519111
"node/1272507493",null,"400","32",null,null,null,"Kolpingstraße  ( Parkhaus Bahnhofsplatz)",null,"RZ Münster",null,null,null,8.2881967,51.8565379
"node/1272507494",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,10.3693859,53.1903321
"node/1272507495",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,10.3695388,53.1904237
"node/1272507496",null,"400","32",null,null,null,null,null,"RZ Osnabrück",null,null,null,8.343368,52.3201122
"node/1272507497",null,"400","32",null,null,null,null,null,"Westfalen AG",null,null,null,7.2945405,51.8434262
"node/1272507498",null,"400","32",null,null,null,null,null,"Stadtwerke Ahlen",null,null,null,7.8971598,51.7603886
"node/1272507499",null,"400","32",null,null,null,null,null,"Sixt",null,null,null,7.4885954,51.5203814
"node/1272507500",null,"400","32",null,null,null,"Parkhaus Deutsch Japanisches Zentrum",null,"APCOA",null,null,null,9.9851389,53.5513028
"node/1272507502",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4724025,51.5129331
"node/1272507503",null,"400","32",null,null,null,null,null,"RWE/DEW",null,null,null,7.4617806,51.5164
"node/1272507504",null,"400","32",null,null,null,null,null,"DEW",null,null,null,7.4695694,51.51055
"node/1272507505",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,10.3696059,53.1904575
"node/1272507507",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,10.369461,53.1903771
"node/1272507508",null,"400","32",null,null,null,null,null,"RWE / DEW21",null,null,null,7.4607321,51.5089679
"node/1272507509",null,"400","32",null,null,null,null,null,"ADAC",null,null,null,7.5871306,51.9273306
"node/1272542302",null,"400","32",null,"2",null,"Torgauerstraße (EUREF)",null,"RWE-Effizienz",null,"2",null,13.3572887,52.4822945
"node/1272542303",null,"400","32",null,"2",null,"Krausenstraße; Ecke Friedrichstraße",null,"RWE-Effizienz",null,"2",null,13.3901603,52.5093332
"node/1272542304",null,"400","32",null,"2",null,"Stülerstraße / Corneliusstraße",null,"RWE-Effizienz",null,"2",null,13.3490066,52.5077924
"node/1272542305",null,"250","20",null,"2",null,"Lützowplatz","24/7","innogy",null,"2",null,13.3530258,52.5040992
"node/1272542306",null,"400","32",null,"2",null,"Krumme Straße gegenüber neben Deutscher Oper",null,"innogy",null,"2",null,13.3093152,52.5122867
